,index,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
1055,1319,Expectations,Can't Close My Eyes,Youth Of Today,3MrzEqmzUeju23ApoVq8lG,1988,19,128039,0.28,5.66e-05,0.933,0.483,0.278,0.5,-6.386,0.123,138.467,11,4
1056,1321,Bastard In Love,Loose Nut,Black Flag,13KxalwWSW679WuCjySI0n,1985,29,200306,0.43,0.00935,0.768,0.0,0.384,0.549,-11.685,0.101,158.842,11,4
1057,1322,Wart Hog - 2002 Remaster,Greatest Hits,Ramones,6brX5IYzdEIfm1eFQtOZai,2006-06-05,30,114573,0.5,8.44e-05,0.972,0.158,0.736,0.889,-5.285,0.0395,104.359,10,4
1058,1323,War Inside My Head,Join The Army,Suicidal Tendencies,03HL3jTzizrDNtPcmdPELp,1987,49,230640,0.356,0.00901,0.943,0.0,0.372,0.317,-9.191,0.0887,89.789,2,4
1059,1324,Masochism World,Zen Arcade,Hüsker Dü,4sjryWLFLDNuenVFgyHamr,1984-01-01,23,167640,0.226,0.000614,0.986,0.0902,0.285,0.0563,-11.434,0.0886,99.164,5,4
1060,1326,I Want Some,Anthology: The Sounds Of Science,Beastie Boys,1JaEF8ofVVnVPj2UuD2r4N,1999-01-01,41,120266,0.223,2.94e-06,0.986,0.721,0.0733,0.516,-6.291,0.0884,175.741,2,4
1061,1327,No Class,A Collection of Pop Classics,Reagan Youth,5NMnpiXpslafTY8vxCOGOZ,1994-07-22,0,94440,0.341,0.0571,0.656,5.27e-05,0.19,0.404,-14.174,0.368,206.195,2,4
1062,1328,Herança,Brasil,Ratos De Porão,3xejcOVrLz3hE4j8Gds8iU,1989-09-01,18,111733,0.349,3.58e-06,0.968,0.645,0.0535,0.535,-8.362,0.115,122.008,11,1
1063,1329,Rumors,Die Kreuzen,Die Kreuzen,2EXlXLfRmKXmDF3HDcPCPy,1984-06-07,0,109800,0.353,7.28e-05,0.907,0.0578,0.0568,0.734,-11.691,0.049,122.015,1,4
1064,1331,Dead Cops / America's So Straight,Now More Than Ever,MDC,1PCW6YzvtsuNhGnBRmX3Og,2002,0,118973,0.325,0.00152,0.928,0.0,0.392,0.241,-9.68,0.124,116.572,6,4
1065,1332,Kids of the Black Hole,Adolescents,Adolescents,7aDotQpUKpGFrOsrfQAxNc,1981,46,327066,0.441,0.00032,0.977,7.27e-06,0.0827,0.352,-7.529,0.0748,93.032,2,4
1066,1333,Dicks Hate The Police,1980-1986,Dicks,3akjmPch80sHhzkfrqR5rX,1995,39,118893,0.292,0.000182,0.788,0.00136,0.366,0.488,-8.912,0.0375,183.088,2,4
1067,1334,Civilization's Dying,Vicious Circle,Zero Boys,0dTAoGEUWv9dUXzRlVmSgN,1981,0,118226,0.469,0.00102,0.995,0.667,0.351,0.458,-1.852,0.13,101.104,11,4
1068,1336,Give It Up,Pick Your King E.P. / Record Collectors Are Pretentious Assholes (The Fatal Erection Years: 1983-1986),Poison Idea,2G1Ow7PUsIo2mKes66niHX,2012-10-01,0,28474,0.353,1.01e-06,0.938,0.981,0.181,0.889,-6.663,0.0637,105.188,11,4
1069,1337,Bleed for Me,"Plastic Surgery Disasters/In God We Trust, Inc.",Dead Kennedys,3AbYQi11L5RDO9QY6EjgOG,2001,31,204916,0.289,0.000194,0.962,7.77e-05,0.0946,0.118,-5.647,0.129,102.594,9,4
1070,1338,"Look, Back & Laugh",Out of Step,Minor Threat,7oaSBiHGHVmPIHYaSstwhQ,1983,19,196480,0.266,0.00705,0.962,0.0344,0.191,0.508,-6.126,0.117,82.265,4,4
1071,1339,Pain of Mind,Pain of Mind (Remastered),Neurosis,67iRviEYE18rw2nj3FXfnP,2018-05-25,14,185706,0.375,3.2e-06,0.97,0.00925,0.313,0.452,-6.834,0.157,120.614,11,4
1072,1341,If You Get Bored,Mangled Demos from 1983,Melvins,2P0Vgq6U7gAgEyd7qqaNc7,2005-05-21,0,93266,0.227,2.58e-05,0.928,0.0173,0.129,0.351,-7.583,0.124,111.404,11,4
1073,1342,Slip It In,Slip It In,Black Flag,4iX8iYTbkR3pHg0kfxHG4c,1984-12-01,41,377600,0.299,0.0112,0.886,0.0469,0.381,0.176,-14.021,0.0841,95.588,11,4
1074,1343,Why,Why?,Discharge,7yH2VmHsaj9wnhDwzagXlV,1981-01-01,28,69586,0.26,1.42e-05,0.962,0.633,0.163,0.784,-3.641,0.0919,153.382,11,4
1075,1344,It's The Limit,Before The Quarrel,Cro-Mags,1uxq5CUoUcCf8vGeeERBXw,2000,21,98377,0.299,6.69e-05,0.983,0.863,0.12,0.307,-5.078,0.192,139.453,4,4
1076,1346,California Pipeline,Murphy's Law,Murphy's Law,1hSmvNwWVyJwtgg7N1fyp2,1986,0,95426,0.264,1.63e-05,0.86,0.0185,0.0976,0.605,-9.259,0.0747,147.471,11,4
1077,1347,Problem Child,Reagan's In,Wasted Youth,6PSolOW1CcFGSZALJECEvk,1981,38,126600,0.3,0.0128,0.836,0.243,0.133,0.361,-13.925,0.08,164.998,0,4
1078,1348,Money Talks,Money Talks,Cryptic Slaughter,30UlWoHbHzsPgOlwaioqZt,1987,30,221040,0.269,0.000183,0.949,0.171,0.248,0.598,-6.029,0.122,171.083,6,4
1079,1349,Escape and Run,Ourselves,7 Seconds,4BVLAJ1gx8083qdPAfrZXr,1988,18,172466,0.294,0.00376,0.631,2.46e-06,0.143,0.461,-10.756,0.037,88.974,7,4
1080,1351,Time to Die,Side B,Void,7lSQmgK6vxfWmnGSvVlZWc,2010-12-02,8,95946,0.225,4.52e-05,0.912,0.834,0.55,0.466,-7.886,0.0662,70.488,6,4
1081,1352,Dom Ljuger,Kärnvapen Attack EP,Mob 47,7gjZLfVeXQy0E7K65esxv3,1984,23,63840,0.308,5.98e-06,0.923,5.63e-05,0.226,0.565,-3.984,0.344,125.376,8,4
1082,1353,Watch It Burn,Nardcore Hardcore,Dr. Know,0UjJDlrnGMLbbqqsyU8E6J,1985,39,179533,0.222,5.08e-06,0.866,0.0399,0.373,0.626,-13.222,0.0458,180.117,9,4
1083,1354,Reward,S/T,Meat Puppets,06BoxUJF6tpFsKxvj0uLEN,1982,11,71533,0.222,0.162,0.98,0.0236,0.36,0.0507,-5.984,0.108,121.847,4,4
1084,1356,Sitting Around At Home,Gorilla Biscuits,Gorilla Biscuits,2tuQR9vyBWZAc5yKk4EJLC,1988,22,102493,0.534,0.000253,0.671,0.000658,0.0642,0.651,-10.457,0.0329,105.604,9,4
1085,1357,Human Cannonball,Locust Abortion Technician,Butthole Surfers,3b6A9CRGEIFU4NzSZt4rQY,1987,39,231946,0.443,0.00354,0.701,0.00123,0.0297,0.485,-8.464,0.0576,93.465,9,4
1086,1358,Just to Get Away,Feel the Darkness (2018 Reissue),Poison Idea,58qpA3jFYsf3MttnLzEtlM,2018-07-20,25,151986,0.507,0.000519,0.976,0.000158,0.0708,0.707,-4.203,0.0746,106.896,2,4
1087,1359,You Are (The Government),Suffer,Bad Religion,4uKMHiWSI5omiZrSAUjrH8,1988,42,81793,0.431,0.000358,0.976,0.0,0.207,0.916,-2.987,0.0393,140.305,1,4
1088,1361,Society,EP Lp,Subhumans,6rjzqUB6w4OPnsy5WiePKo,1984-05-01,25,103266,0.23,0.158,0.995,0.0,0.231,0.17,-10.283,0.122,157.26,2,4
1089,1362,Youth Of Today,Can't Close My Eyes,Youth Of Today,05zIKOwJezhBK6JS6OSZHi,1988,20,132960,0.298,5.16e-05,0.941,0.111,0.0702,0.431,-6.194,0.1,128.189,6,4
1090,1363,Suicidal Maniac,Join The Army,Suicidal Tendencies,4msqNBGHuOZ59LOjGZITvV,1987,36,177600,0.213,5.74e-05,0.935,0.111,0.458,0.454,-9.658,0.109,193.369,9,4
1091,1364,Jock-O-Rama,Frankenchrist,Dead Kennedys,0ZZVoJsILMNzykbGkpTooh,1985-12-21,37,246253,0.328,0.0126,0.923,0.0,0.257,0.341,-7.305,0.155,112.357,2,4
1092,1366,How Low Can a Punk Get,Rock for Light,Bad Brains,4QuZoRlhPnEdK5RRP9XxKU,1983,25,109466,0.171,1.81e-05,0.995,0.812,0.191,0.171,-8.669,0.114,188.224,6,4
1093,1367,Brats In Battalions,Brats In Battalions,Adolescents,508mUlVoPibtTHZt8keUcU,1987,21,153000,0.428,4.11e-05,0.934,0.0,0.314,0.578,-8.479,0.0823,142.972,9,4
1094,1368,High Hopes,Gorilla Biscuits,Gorilla Biscuits,2C3q8kElxfujYlrC5mJ8R1,1988,35,144933,0.291,1.52e-05,0.731,0.254,0.0571,0.344,-11.84,0.0415,110.644,11,4
1095,1369,Head,Food for Thought / Take It Back,Gray Matter,4LBCFhDkT7mzcLotHKFtf8,2010-12-01,2,443376,0.274,0.131,0.839,0.0588,0.189,0.138,-9.287,0.154,110.186,9,4
1096,1371,Hard Times,Before The Quarrel,Cro-Mags,2o3v9646q5cqBv5mdYXAYR,2000,44,96026,0.224,0.00326,0.996,0.896,0.0305,0.207,-4.578,0.131,214.396,9,4
1097,1372,Flame Still Burns,We're Not In This Alone,Youth Of Today,4wvtx9kz2R9JWJJwN6hb15,1988,26,75400,0.388,0.00295,0.957,0.0,0.131,0.229,-4.628,0.171,119.407,8,4
1098,1373,Anarchy Burger (Hold The Government),Peace Thru Vandalism (Re-Mastered),The Vandals,43UVZ8ZgNNuXOf0mTBeLSo,1982-10-05,0,114133,0.391,0.000461,0.935,0.0,0.219,0.171,-10.044,0.0816,140.412,2,4
1099,1374,Surf Combat,Throb Throb,Naked Raygun,6bewUZ3nDUj3ChnoYTtfbN,1984-01-01,0,76506,0.499,0.00986,0.63,0.315,0.0764,0.66,-13.55,0.0364,97.796,11,4
1100,1376,Tied Down - From Tied Down LP 1983,Total Recall,Negative Approach,55EXCw1p3xDWKIW1rGmIZg,1981,0,93200,0.435,0.017,0.929,0.0,0.327,0.248,-11.337,0.0904,81.819,1,4
1101,1377,Mind Control,Negative FX/Last Rights,Negative FX & Last Rights,7GbXfaQb0yKE0xlNCt3auF,2006-01-29,20,89933,0.382,0.234,0.644,0.000377,0.0788,0.647,-9.169,0.0565,125.299,9,4
1102,1378,It's Your Choice,Don't Forget the Struggle Don't Forget the Streets,Warzone,2sFQKzkE0K1otH0A5HZEUK,1987,23,110400,0.244,0.0603,0.949,0.63,0.337,0.62,-4.4,0.0809,140.657,5,4
1103,1379,Use Your Head,Screaming for Change,Uniform Choice,4LXPil2Qaq1Jakh9zdJPwt,1986,30,82489,0.255,8.63e-05,0.949,5.13e-05,0.316,0.488,-4.448,0.18,157.676,0,4
1104,1381,My Rules,Side B,Void,3rohEFWlY2fb9o7UesKViH,2010-12-02,7,56426,0.308,0.000882,0.816,0.93,0.576,0.591,-7.84,0.0914,100.631,10,4
1105,1382,Smash Racism,The Punk Terrorist Anthology Vol. 2: 1986-1988,Nausea,5dWlhWwPgV6vtt6kGaXeYu,2005,28,150653,0.356,1.16e-05,0.982,0.91,0.764,0.288,-5.775,0.087,128.172,11,4
1106,1383,The Money Will Roll Right In,Landshark,Fang,7ujGFXp50Uwe3fkIHq5Fgn,1995-05-17,44,147160,0.234,0.000265,0.553,0.208,0.225,0.639,-13.471,0.0393,141.106,4,4
1107,1384,Rock'n Roll Bullshit,Legless Bull,Government Issue,6GmjDCWgWvitT6k4Xsd6ju,1981,21,73600,0.32,0.00841,0.836,0.00105,0.389,0.149,-15.436,0.139,200.072,2,4
1108,1386,Lost In Space,No Policy,S.O.A.,1tDYWM1bphUNeHMuEcDBfy,1981,9,43133,0.374,0.00778,0.819,0.754,0.334,0.438,-16.172,0.08,96.42,7,4
1109,1387,Enemies,Die Kreuzen,Die Kreuzen,0WnnEVjuvORww0ath0xTdf,1984-06-07,0,57866,0.34,0.000141,0.977,0.862,0.331,0.504,-10.471,0.103,81.083,0,4
1110,1388,Die For Your Government,The Punk Singles 1982-1985,The Varukers,39nwWypMeyjjbK6vsC721M,1996,0,127493,0.427,0.000175,0.754,4.94e-05,0.174,0.579,-8.387,0.0352,102.058,0,4
1111,1389,Subúrbio Geral,Grito Suburbano,Cólera,0oyKwd9XsUYzbn17BuRrVK,1982-08-01,18,94800,0.308,0.0103,0.694,0.0,0.141,0.525,-11.879,0.079,136.01,6,4
1112,1391,Don't Need,Almost Complete,Deep Wound,14ugR1KmfYyh9OCh7mwlGD,2007-01-08,0,57853,0.208,0.000166,0.901,0.672,0.39,0.069,-5.081,0.0935,137.829,7,4
1113,1392,Straight and Alert,Screaming for Change,Uniform Choice,1zlykPARS5tuA4ph8nMPkT,1986,23,188936,0.307,0.00124,0.96,0.0,0.0666,0.247,-4.305,0.0711,128.957,2,4
1114,1393,Glue,Get It Away,SS Decontrol,58GYzvbTEO6p012RiuYaEp,1983-05-20,31,78099,0.272,2.31e-06,0.965,0.0424,0.41,0.334,-6.756,0.085,137.391,0,4
1115,1394,Cracked Cop Skulls (Sprackta Snutskallar),The Shitlickers,The Shitlickers,1A9W0O83RVxKCcrxVAwGQi,1982-04-01,23,48333,0.254,0.169,0.981,0.818,0.323,0.524,-4.043,0.125,99.672,0,4
1116,1396,WC räjähtää,Levytykset 1981-1984 Recorded Works,Rattus,1eUfkla8hqELSTR9CpFM70,2007-01-01,7,64933,0.115,2.37e-06,0.936,0.707,0.185,0.679,-7.556,0.0681,157.315,7,4
1117,1397,Under The Gun,Golden Shower of Hits,Circle Jerks,1pGscpdvl28fq1dJpZ04HG,1983-07-21,32,177706,0.458,0.00242,0.884,5.58e-05,0.623,0.209,-9.444,0.0529,127.647,4,4
1118,1398,Richard Hung Himself,Team Goon,D.I.,2Rng7xhw11lUCO72Qb5ZHC,1987-01-01,35,229732,0.426,0.0315,0.896,0.0,0.417,0.496,-12.407,0.0703,124.752,6,4
1119,1399,VFW,Government War Plans,Negative FX,3xBJuLC58XBy4iYLYvlVrw,1982-07-31,12,166480,0.245,0.376,0.995,0.0792,0.679,0.0335,-8.071,0.111,109.844,1,4
1120,1401,Hollow Eyes,Complete Vol. 1,Articles Of Faith,0wfliHKDn1DkkGYXgqURI7,1995,11,188306,0.239,3.45e-05,0.904,0.00036,0.117,0.258,-8.868,0.0933,155.785,0,4
1121,1402,Krossa elitsystemet,Totalitär ‎– 1986-1989,Totalitär,4gDS9bo9DafX6jsSIlDjLj,2018,18,83675,0.286,0.0513,0.97,0.555,0.548,0.0396,-4.988,0.0871,103.818,4,4
1122,1403,Grey World,The Collection,Attitude Adjustment,3vVLUIjB2ReS5wXiLbzheZ,2010-02-02,14,101493,0.325,0.00472,0.859,0.0,0.131,0.359,-12.425,0.0964,118.478,9,1
1123,1404,Artificial Peace,"Complete Session, Nov '81",Artificial Peace,0ooxlnJPxKZUV8ffjRyQi1,2010-12-01,3,98466,0.271,0.0627,0.968,0.0,0.612,0.31,-6.192,0.273,131.782,9,4
1124,1406,Live Fast Die Young,Group Sex 40th Anniversary Edition,Circle Jerks,79FD1Ej7Zob1k4UgRvMWBo,2020-10-30,47,93666,0.482,0.134,0.952,1.8e-05,0.0836,0.79,-4.759,0.0584,108.254,4,4
1125,1407,I Don't Wanna Die,The Day the Country Died,Subhumans,5nUyAK0XS0jKdiICq3uQwZ,1983-01-01,27,89373,0.183,0.0022,0.94,0.00438,0.404,0.22,-11.864,0.0991,169.618,11,4
1126,1408,You Send Me,Dark Self Image,United Mutation,6neFAC1DBq58h3l3lmyQFI,2020-05-01,10,44562,0.299,0.448,0.926,0.954,0.257,0.575,-5.12,0.0578,98.958,5,4
1127,1409,Pressure's On,Flex Your Head,Red C,3XPTeitzTCtRkAgGv4PDvG,1981,3,102213,0.382,0.00262,0.679,0.07,0.0577,0.512,-10.013,0.0736,96.222,0,4
1128,1411,Lights Out,Back from Samoa,Angry Samoans,0g5m5ECn51sourNljdCF1g,1982,36,52266,0.497,4.29e-05,0.977,0.487,0.234,0.2,-10.469,0.13,130.787,0,4
1129,1412,Animal,We Are The League,Anti-Nowhere League,6f4DN4VOAeZMoZntZcWan6,1982,0,163066,0.156,0.0235,0.913,0.00297,0.328,0.529,-9.601,0.0493,181.808,4,4
1130,1413,Mirror,Wasted Dream,Death Side,2vShS8UJBXusBbo57vmjZk,1989-01-01,18,122293,0.162,1.61e-06,0.954,0.914,0.0914,0.338,-1.455,0.0676,110.036,9,4
1131,1414,Life As One,Thou Shalt Not Kill,Antidote,6jR3kaZ2Uah9St7iKtUh7O,2006-03-23,17,43946,0.186,0.162,0.957,0.00125,0.423,0.577,-4.325,0.22,199.405,2,4
1132,1416,All You Need To Know (feat. Calle Lehmann),All You Need To Know (feat. Calle Lehmann),Gryffin,4Gcv5SsxnQWpmOnUI19EJk,2019-03-27,60,238458,0.513,0.00968,0.788,0.0,0.11,0.234,-4.629,0.0364,139.987,0,4
1133,1417,Thelma + Louise,Thelma + Louise,Bastille,4UxATpWvXewD5EZUW01EeQ,2021-08-18,59,137476,0.766,0.0146,0.83,0.0,0.035,0.756,-3.335,0.1,121.948,9,4
1134,1418,Magic In The Hamptons (feat. Lil Yachty),Magic In The Hamptons (feat. Lil Yachty),Social House,2Yer0p7uB2lVBUAtANuuQp,2018-06-08,77,164640,0.769,0.66,0.479,0.0,0.0914,0.803,-5.339,0.0385,96.051,1,4
1135,1419,I Found You,I Found You,Cash Cash,3wYOGJYD31sLRmBgCvWxa4,2020-02-28,68,167307,0.646,0.0714,0.761,0.0,0.222,0.472,-2.557,0.0385,129.916,1,4
1136,1421,This Feeling (feat. Kelsea Ballerini),Sick Boy...This Feeling,The Chainsmokers,15kQGEy89K8deJcZVFEn0N,2018-09-18,0,199226,0.539,0.0651,0.651,0.0,0.0662,0.474,-5.304,0.0432,105.159,1,4
1137,1422,Rescue Me,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,2019-05-17,72,158899,0.759,0.156,0.605,0.0,0.694,0.64,-7.737,0.0433,121.049,7,4
1138,1423,A-O-K,A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,2021-05-06,19,173640,0.731,0.125,0.626,0.0,0.183,0.862,-6.919,0.0805,82.488,11,4
1139,1424,Keep You Mine,Keep You Mine,NOTD,0OJN2A3Qyvd7pwSF0AIteC,2019-08-02,66,174760,0.81,0.267,0.788,0.000172,0.196,0.845,-3.663,0.0447,135.991,10,4
1140,1426,Just Friends,Just Friends,Virginia To Vegas,02Ygu8lo3qSknRpcBnspso,2019-05-24,65,168946,0.793,0.156,0.714,0.0,0.136,0.794,-7.562,0.193,100.036,7,4
1141,1427,You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),benny blanco,1GkHyypTFkUf0QQKwYoXH4,2021-01-29,70,169632,0.668,0.0493,0.563,0.0,0.119,0.305,-6.433,0.0522,103.116,11,4
1142,1428,In Betweenin',In Betweenin',AUSTN,1UotQ5kMAEiCJVisAVkxOh,2018-11-09,0,192045,0.705,0.18,0.824,0.0,0.0901,0.925,-4.825,0.0347,146.999,2,4
1143,1429,90s Kids,90s Kids,Jax,34evGV6SaoRLHTcXXUVOpb,2021-03-26,62,163815,0.714,0.0802,0.657,0.0,0.35,0.725,-6.436,0.118,151.898,0,4
1144,1431,Wave of You,Wave of You,Surfaces,5Ne1q9Hv3l2NHBA3Agt8WT,2021-04-09,72,213842,0.695,0.057,0.656,0.0,0.267,0.346,-6.038,0.0489,90.986,1,4
1145,1432,Vacation,Vacation,Dirty Heads,7cdy4PbCdDZZNjyxoZyE0c,2017-08-11,68,209721,0.736,0.0381,0.751,0.0,0.105,0.839,-5.588,0.034,150.064,8,4
1146,1433,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),Martin Garrix,4RVtBlHFKj51Ipvpfv5ER4,2020-02-27,71,174062,0.573,0.212,0.739,0.0,0.175,0.363,-5.455,0.0581,120.077,9,4
1147,1434,Best Is Yet To Come (with Kyle Reynolds),Best Is Yet To Come (with Kyle Reynolds),Gryffin,2gZwBmkSmsVfEPFWGuWTDk,2021-06-02,68,215201,0.569,0.0148,0.85,0.0,0.245,0.551,-3.914,0.0369,122.042,4,4
1148,1436,Big Plans,Big Plans,Why Don't We,6Yx181fZzA0YE2EkUsYruq,2019-01-17,0,179929,0.693,0.0668,0.604,0.0,0.114,0.651,-5.279,0.0427,75.014,11,4
1149,1437,Best Day Of My Life,"Oh, What A Life",American Authors,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,80,194240,0.673,0.0591,0.902,0.000262,0.0558,0.538,-2.392,0.0346,100.012,2,4
1150,1438,All Star,All Star,Mike Perry,2u0oTsc6XcvJTh24ynQ1Ao,2019-08-23,3,151278,0.66,0.016,0.852,0.0,0.203,0.594,-3.573,0.0378,103.988,7,4
1151,1439,Sunshine,Sunshine,OneRepublic,5r43qanLhUCdBj8HN3fa6B,2021-11-10,84,163854,0.697,0.137,0.875,0.0,0.28,0.774,-4.621,0.034,140.069,5,4
1152,1441,Call You Mine (feat. Bebe Rexha),World War Joy,The Chainsmokers,05CwHjIk71RXVU40boRMnR,2019-05-31,0,217653,0.591,0.225,0.702,0.0,0.414,0.501,-5.59,0.0289,104.003,7,4
1153,1442,Numb,Numb,Marshmello,10xV5l9nhLvFpR8mqzs0bL,2022-06-10,85,155588,0.912,0.121,0.774,0.0127,0.101,0.632,-4.673,0.0455,119.966,0,4
1154,1443,THATS WHAT I WANT,MONTERO,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,2021-09-17,90,143901,0.737,0.00614,0.846,0.0,0.0486,0.546,-4.51,0.22,87.981,1,4
1155,1444,Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,77,169010,0.682,0.326,0.72,0.0,0.148,0.673,-8.173,0.0381,117.003,11,4
1156,1446,Dive,Dive,Hot Shade,0Npijoc6ZcUe1devUugKvI,2019-12-20,7,164490,0.654,0.00515,0.787,0.0,0.144,0.409,-4.999,0.0502,123.978,4,4
1157,1447,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,77,191406,0.727,0.0469,0.626,2.58e-05,0.126,0.322,-8.415,0.0726,86.97,7,4
1158,1448,So Close,So Close (feat. Georgia Ku),NOTD,7FjZU7XFs7P9jHI9Z0yRhK,2018-11-02,71,190302,0.7,0.121,0.872,7.08e-06,0.103,0.761,-5.896,0.0666,125.03,10,4
1159,1449,Forever Young,Forever Young,John De Sohn,0o9bHFc8Lt5tZFvTjNZTNf,2018-07-27,57,167911,0.651,0.179,0.617,0.0,0.113,0.591,-6.077,0.0309,121.977,8,4
1160,1451,Never Go Wrong,Never Go Wrong,Nicky Youre,2K036A2TOlSr13Ej8s6ODk,2022-03-25,45,155962,0.587,0.0719,0.84,0.0,0.276,0.932,-6.455,0.115,164.996,5,4
1161,1452,Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),Gryffin,1z1XegUChLLQfcbtIK8ABn,2019-10-18,64,214634,0.686,0.0948,0.83,1.33e-06,0.182,0.486,-4.437,0.0369,123.032,8,4
1162,1453,The Good Part,The Click,AJR,50kmOL6NMU98y6eJTlSicJ,2017-06-09,50,227267,0.291,0.0922,0.443,2.82e-05,0.382,0.532,-5.376,0.0369,185.934,5,4
1163,1454,Missing Piece,Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,2021-05-19,74,217408,0.628,0.0155,0.877,5.97e-06,0.113,0.721,-4.205,0.046,101.992,0,4
1164,1456,Lease On Life,Lease On Life,Andy Grammer,763ynRN90zLEp9hrNNINjl,2021-06-28,50,168162,0.704,0.0593,0.701,0.0,0.126,0.606,-5.44,0.0596,88.016,2,4
1165,1457,I Don't Know Why,I Don't Know Why,NOTD,0ZXdzaT1k688dkpNeEgQiV,2020-05-08,71,207667,0.499,0.124,0.898,7.2e-06,0.0832,0.618,-4.181,0.124,120.04,8,4
1166,1458,Hold You Tonight (with Chris Lane),Hold You Tonight (with Chris Lane),Gryffin,58jecLK0epwMLr9cy5vFUy,2020-04-07,60,219353,0.467,0.102,0.795,0.0,0.264,0.472,-3.6,0.0687,163.837,11,4
1167,1459,On Me (feat. Ava Max),SCOOB! The Album,Various Artists,7k6tAZp4m93oswrPqSfBbc,2020-05-15,61,164683,0.548,0.0119,0.721,0.0,0.216,0.594,-4.466,0.0472,177.918,8,4
1168,1461,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6f5ExP43esnvdKPddwKXJH,2021-09-24,84,160656,0.717,0.0018,0.671,2.54e-06,0.0921,0.699,-5.077,0.0337,110.054,0,4
1169,1462,Lil Bit,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,2020-10-23,73,195962,0.707,0.0255,0.689,0.0,0.383,0.41,-7.097,0.0387,119.987,4,4
1170,1463,Bigger Than,Bigger Than,Justin Jesso,5X73AYzzEE5Di0JwcQKt9N,2019-11-15,65,208013,0.421,0.151,0.669,0.0,0.635,0.326,-4.724,0.127,175.788,4,4
1171,1464,Betty (Get Money),Betty (Get Money),Yung Gravy,4cacyP5c3PMlfnyjpg13xW,2022-06-10,77,146470,0.723,0.00524,0.772,1.15e-05,0.367,0.58,-6.784,0.0792,102.004,1,4
1172,1466,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis,1mMvahhW2Oz9waG8UTQnI4,2020-02-07,57,215388,0.58,0.0304,0.804,0.00359,0.105,0.137,-4.618,0.0279,126.005,9,4
1173,1467,My Way (Steve Aoki & Aloe Blacc),My Way (Steve Aoki & Aloe Blacc),Steve Aoki,0FJw1Pg9xXCxbcyQMI6GAe,2020-12-23,56,197647,0.585,0.11,0.82,0.0,0.134,0.396,-4.428,0.0774,169.895,10,4
1174,1468,Dance with Me (feat. Thomas Rhett & Young Thug),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,6AoHQqGnuwFk9ygWhzLRws,2020-05-29,54,170157,0.73,0.0264,0.792,0.0,0.101,0.745,-5.33,0.13,99.039,6,4
1175,1469,Momma Always Told Me (feat. Stanaj & Yung Bae),Momma Always Told Me (feat. Stanaj & Yung Bae),Mike Posner,63lUB0rs6KK58vj8mEAfdj,2021-01-28,52,181334,0.766,0.03,0.533,0.0,0.0667,0.764,-5.758,0.0506,107.999,9,4
1176,1471,Somebody To You,Meet The Vamps,The Vamps,6VrLYoQKdhu1Jruei06t65,2014-01-01,78,185097,0.526,0.0587,0.818,0.0,0.333,0.896,-5.952,0.0358,171.96,3,4
1177,1472,Happy Kids,Happy Kids,John De Sohn,3nVJ4tGeLFR6HUiz3e7qAe,2018-11-09,56,177209,0.603,0.0105,0.649,0.0,0.243,0.672,-5.848,0.0476,124.073,11,4
1178,1473,Best Of You (feat. Elle King),Best Of You (feat. Elle King),Andy Grammer,4bsqIuMHtvLCzpYAyV3044,2020-02-07,46,185393,0.653,0.0515,0.623,0.0,0.0869,0.48,-5.989,0.0938,175.884,9,4
1179,1474,Runaway (with Sigala and JP Cooper),Runaway (with Sigala and JP Cooper),R3HAB,6tS1Fm9z3UKuLSxrinY3pC,2021-08-20,64,168196,0.617,0.213,0.756,0.0,0.152,0.432,-5.811,0.104,121.828,3,4
1180,1476,No One Compares To You,No One Compares To You,Jack & Jack,2jZIfoe48eUeOEnP9Ho4h2,2018-10-05,0,184080,0.703,0.123,0.748,0.0,0.0642,0.625,-6.047,0.0435,111.943,1,4
1181,1477,C'est La Vie,Pacifico (Deluxe),Surfaces,32DspJXRL1U3c9RwOhRJZE,2021-09-03,64,175435,0.761,0.18,0.566,0.0,0.207,0.631,-7.923,0.0397,108.01,9,4
1182,1478,Please Don't Go,31 Minutes to Takeoff,Mike Posner,6jg5SRvdGxvJ0DzNV0UqEK,2010-08-09,70,196813,0.699,0.00296,0.882,0.0544,0.13,0.657,-3.896,0.0311,120.016,4,4
